"sp","0.0445","value_ralgae","p_change","qual_change"
"phragmatopoma spp.",-0.00116288115750152,0.0237,0.0109930532101066,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0237,0.059295666306225,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0237,0.0106786654788138,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0237,0.197673123926889,"Less than 5% change"
"gulls",0.0383959244085519,0.0237,0.0551027302921669,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0237,0.00013217173395752,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0237,-3.38572836079573,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0237,-3.22192653711691,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0237,-2.49607996476691,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0237,-0.00052049943652932,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0237,-0.000520499436362787,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0237,-0.00052049943632948,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0237,-0.000520499436351685,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0237,-0.000520499436362787,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0237,-2.49467831239999,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0237,196.077097311739,"Increase"
"algae",-0.109713196487393,0.0237,-0.771082284072333,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0238,0.0534115892600218,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0238,0.0360247100332556,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0238,0.0359964860756401,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0238,-0.0369836019190606,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0238,0.0881064817869204,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0238,0.634496916504057,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0238,0.264533007256595,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0238,0.587271771558395,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0238,0.611777731933683,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0238,0.0280536952401933,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0238,-0.12982298920633,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0238,-0.359338943844201,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0238,-0.241573659498318,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0238,-0.215842330467719,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0238,0.548693460042982,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0238,-0.183315695491781,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0238,-0.207414708581888,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0238,-0.207414708581877,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0238,0.0271719627100264,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0238,0.612525076018455,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0238,0.622052025168696,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0238,0.614977391271143,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0238,-32.7816545335385,"Decrease"
"scurria variabilis",0.398448435084608,0.0238,0.659727879538519,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0238,0.719265217211951,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0238,0.730374501074849,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0238,0.581125687978901,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0238,0.0539829047687457,"Less than 5% change"
"tegula atra",4.97266222161905,0.0238,32.2230678757917,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0238,-1.15748409890375,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0238,-1.15748409890377,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0238,-1.15748409890376,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0238,0.0592133003020745,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0238,0.0302669821855117,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0238,0.40811130405165,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0238,0.0128839332110386,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0238,0.0592133003020745,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0238,0.0592133003020967,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0238,-0.225563574761778,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0238,-19.4500665542618,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0238,0.270611080834593,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0238,-0.212469221159284,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0238,0.0592133003020745,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0238,0.388885759525848,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0238,0.0109512936449674,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0238,0.0592133003020523,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0238,0.0106380636447634,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0238,0.197544316421361,"Less than 5% change"
"gulls",0.0383959244085519,0.0238,0.055042299382313,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0238,0.000132823982657015,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0238,-3.30563812330047,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0238,-3.14838044094503,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0238,-2.4497481001039,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0238,-0.000519999917802938,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0238,-0.000519999917802938,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0238,-0.000519999917758529,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0238,-0.000519999917791836,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0238,-0.000519999917925063,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0238,-2.44839576350886,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0238,196.077219841539,"Increase"
"algae",-0.109713196487393,0.0238,-0.765168896947566,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0239,0.053336874926968,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0239,0.0359609964947216,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0239,0.035933093562468,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0239,-0.0371265108667473,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0239,0.0880132678695356,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0239,0.633236098843448,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0239,0.264412642552347,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0239,0.586071198390137,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0239,0.610548650726872,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0239,0.0279961981830112,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0239,-0.130014663629063,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0239,-0.359539425322952,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0239,-0.241765668741123,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0239,-0.216031875251554,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0239,0.548422862339226,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0239,-0.18350637182768,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0239,-0.20760556879027,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0239,-0.207605568790259,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0239,0.0271159310757385,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0239,0.611295317384108,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0239,0.620809005225276,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0239,0.6137414386858,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0239,-32.7816570124322,"Decrease"
"scurria variabilis",0.398448435084608,0.0239,0.658434800002494,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0239,0.717883481279213,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0239,0.728978378781919,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0239,0.579932285855045,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0239,0.0539073785677191,"Less than 5% change"
"tegula atra",4.97266222161905,0.0239,31.7794379866577,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0239,-1.1547458302432,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0239,-1.1547458302432,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0239,-1.15474583024319,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0239,0.0591304860838138,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0239,0.0301990680004582,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0239,0.40724436024564,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0239,0.0128346985874606,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0239,0.0591304860838138,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0239,0.059130486083836,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0239,-0.225061270166582,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0239,-19.4500690548889,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0239,0.270023944469999,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0239,-0.211997282302812,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0239,0.0591304860838138,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0239,0.388615776129142,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0239,0.0109092232589925,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0239,0.0591304860837916,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0239,0.010597160001069,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0239,0.197414672420226,"Less than 5% change"
"gulls",0.0383959244085519,0.0239,0.0549815488445793,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0239,0.000133485051345694,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0239,-3.22841242468386,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0239,-3.07737077515788,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0239,-2.40468340949359,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0239,-0.000519497721707118,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0239,-0.000519497721673812,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0239,-0.000519497721684914,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0239,-0.000519497721707118,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0239,-0.000519497721573892,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0239,-2.40337827928697,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0239,196.077343141315,"Increase"
"algae",-0.109713196487393,0.0239,-0.759286226013545,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.024,0.053261733989296,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.024,0.0358968822160355,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.024,0.0358693003381427,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.024,-0.0372701737489378,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.024,0.0879197001030674,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.024,0.63197500681702,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.024,0.264291055823684,"Less than 5% change"
"chiton  latus",0.364515458685832,0.024,0.584871258393616,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.024,0.609319731953128,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.024,0.0279383132752331,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.024,-0.13020673634333,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.024,-0.359740465090685,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.024,-0.241958159121192,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.024,-0.216221837817987,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.024,0.548151244620909,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.024,-0.183697452410969,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.024,-0.20779685110619,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.024,-0.207796851106168,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.024,0.0270595256196104,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.024,0.610065710830154,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.024,0.61956595204824,"Less than 5% change"
"scurria  plana",0.377352213552129,0.024,0.612505557879284,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.024,-32.7816595075966,"Decrease"
"scurria variabilis",0.398448435084608,0.024,0.657141017439811,"Less than 5% change"
"scurria viridula",0.420208770737185,0.024,0.716499890803446,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.024,0.727580200352707,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.024,0.578739665090722,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.024,0.0538314227655379,"Less than 5% change"
"tegula atra",4.97266222161905,0.024,31.3445949493343,"Increase"
"Tonicia lineolata",-0.516539868736798,0.024,-1.15199759529053,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.024,-1.15199759529057,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.024,-1.15199759529052,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.024,0.059047197829476,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.024,0.0301306487922481,"Less than 5% change"
"balanus laevis",0.26016471679855,0.024,0.406379022376391,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.024,0.0127850747021929,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.024,0.0590471978294094,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.024,0.0590471978294094,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.024,-0.224556584813995,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.024,-19.4500715726148,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.024,0.269436999053374,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.024,-0.21152315114451,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.024,0.0590471978294982,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.024,0.388344132699636,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.024,0.0108668228408826,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.024,0.0590471978294538,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.024,0.010555935893608,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.024,0.197284150802712,"Less than 5% change"
"gulls",0.0383959244085519,0.024,0.0549204663231384,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.024,0.000134155599651464,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.024,-3.15390328853077,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.024,-3.00877009823571,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.024,-2.36083304483403,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.024,-0.0005189927409055,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.024,-0.000518992740849988,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.024,-0.000518992740838886,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.024,-0.000518992740794477,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.024,-0.000518992740938806,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.024,-2.35957312532212,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.024,196.077467218541,"Increase"
"algae",-0.109713196487393,0.024,-0.753433605255505,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0241,0.0531861450649984,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0241,0.0358323467403165,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0241,0.035805086035956,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0241,-0.0374146186716384,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0241,0.0878257584391529,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0241,0.630713725614407,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0241,0.264168180215019,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0241,0.583672062040774,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0241,0.608091072376937,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0241,0.0278800206629848,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0241,-0.130399220516564,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0241,-0.359942085845744,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0241,-0.242151148538183,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0241,-0.216412235133379,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0241,0.547878585566375,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0241,-0.183888953078026,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0241,-0.207988572279527,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0241,-0.207988572279538,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0241,0.0270027271096707,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0241,0.608836352846187,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0241,0.618322957150608,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0241,0.611269843182782,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0241,-32.7816620191498,"Decrease"
"scurria variabilis",0.398448435084608,0.0241,0.655846606463006,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0241,0.715114494342206,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0241,0.726180009937383,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0241,0.577547940822964,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0241,0.0537550158089983,"Less than 5% change"
"tegula atra",4.97266222161905,0.0241,30.9182983925589,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0241,-1.14923930854152,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0241,-1.14923930854157,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0241,-1.14923930854153,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0241,0.0589634122209359,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0241,0.0300616966953493,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0241,0.405515411481372,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0241,0.0127350410692451,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0241,0.0589634122209137,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0241,0.0589634122210025,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0241,-0.224049497656809,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0241,-19.450074107574,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0241,0.268850274439902,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0241,-0.211046811741378,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0241,0.0589634122209803,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0241,0.388070769912363,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0241,0.0108240750291477,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0241,0.0589634122209359,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0241,0.0105143744651315,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0241,0.197152714374016,"Less than 5% change"
"gulls",0.0383959244085519,0.0241,0.0548590406688199,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0241,0.000134836211174161,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0241,-3.08197272756475,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0241,-2.9424594024077,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0241,-2.31814720482831,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0241,-0.00051848488006323,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0241,-0.00051848488026307,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0241,-0.000518484880185355,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0241,-0.000518484880307479,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0241,-0.000518484880196457,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0241,-2.31693060639614,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0241,196.077592079449,"Increase"
"algae",-0.109713196487393,0.0241,-0.747610440095425,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0242,0.0531100888810032,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0242,0.0357673716202989,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0242,0.0357404322914645,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0242,-0.037559871114301,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0242,0.0877314247750949,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0242,0.629452331801073,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0242,0.26404395506987,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0242,0.582473708524001,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0242,0.60686275894688,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0242,0.0278213024451857,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0242,-0.130592127955054,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0242,-0.360144308019261,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0242,-0.242344653066373,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0242,-0.216603082441136,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0242,0.547604865611317,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0242,-0.18408088805858,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0242,-0.208180747366937,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0242,-0.208180747366937,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0242,0.0269455182042355,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0242,0.607607330138404,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0242,0.617080102777723,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0242,0.610034379368507,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0242,-32.7816645473431,"Decrease"
"scurria variabilis",0.398448435084608,0.0242,0.654551634108658,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0242,0.713727335276682,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0242,0.724777846887315,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0242,0.576357216400791,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0242,0.0536781382760587,"Less than 5% change"
"tegula atra",4.97266222161905,0.0242,30.5003167873438,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0242,-1.146470899059,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0242,-1.14647089905897,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0242,-1.14647089905899,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0242,0.0588791082424045,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0242,0.029992186612815,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0242,0.404653635693109,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0242,0.0126845792047581,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0242,0.0588791082423823,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0242,0.0588791082424045,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0242,-0.223539992394817,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0242,-19.4500766599809,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0242,0.268263796859203,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0242,-0.210568252296306,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0242,0.0588791082423601,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0242,0.387795634288812,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0242,0.0107809641651135,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0242,0.0588791082423823,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0242,0.0104724605126227,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0242,0.197020329551334,"Less than 5% change"
"gulls",0.0383959244085519,0.0242,0.0547972618449188,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0242,0.000135527401901037,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0242,-3.01249192279651,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0242,-2.8783274306919,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0242,-2.27657891403394,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0242,-0.00051797405276055,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0242,-0.000517974052494097,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0242,-0.000517974052771653,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0242,-0.00051797405266063,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0242,-0.000517974052816061,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0242,-2.27540384615526,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0242,196.077717734997,"Increase"
"algae",-0.109713196487393,0.0242,-0.7418162011538,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0243,0.0530335481153443,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0243,0.0357019402672076,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0243,0.0356753225910111,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0243,-0.0377059541206592,"Less than 5% change"
