"sp","value_Pja","p_change","qual_change"
"acanthopleura echinata",0.396,-0.00216910417731864,"Less than 5% change"
"chaetopleura peruviana",0.396,0.055777849977412,"Less than 5% change"
"chiton  cummingsi",0.396,0.310342608802361,"Less than 5% change"
"chiton  granosus",0.396,0.159611040525776,"Less than 5% change"
"chiton  latus",0.396,0.274798963095568,"Less than 5% change"
"lottia  orbignyi",0.396,0.293528217827732,"Less than 5% change"
"concholepas concholepas",0.396,0.0243721003285957,"Less than 5% change"
"enoplochiton  niger",0.396,-0.0520295386997494,"Less than 5% change"
"fissurella  costata",0.396,-0.161273076960555,"Less than 5% change"
"fissurella  crassa",0.396,-0.105120551728488,"Less than 5% change"
"fissurella  cummingi",0.396,-0.0930074901041467,"Less than 5% change"
"fissurella  limbata",0.396,0.344885461654076,"Less than 5% change"
"fissurella  maxima",0.396,-0.0774097177247302,"Less than 5% change"
"fissurella  picta",0.396,-0.0889366660108526,"Less than 5% change"
"fissurella  puhlcra",0.396,-0.0889366660108748,"Less than 5% change"
"heliaster helianthus",0.396,0.0235999742948634,"Less than 5% change"
"scurria  araucana",0.396,0.293948242853093,"Less than 5% change"
"scurria  ceciliana",0.396,0.301051265574226,"Less than 5% change"
"scurria  plana",0.396,0.296212184553069,"Less than 5% change"
"scurria scurra",0.396,-17.1028292353087,"Decrease"
"scurria variabilis",0.396,0.327663914358345,"Less than 5% change"
"scurria viridula",0.396,0.368777655062336,"Less than 5% change"
"scurria zebrina",0.396,0.37630474058723,"Less than 5% change"
"siphonaria lesoni",0.396,0.269526981895596,"Less than 5% change"
"stichaster striatus",0.396,0.0385815201411566,"Less than 5% change"
"tegula atra",0.396,54.5241030844249,"Increase"
"Tonicia lineolata",0.396,-0.697643828186478,"Less than 5% change"
"tonicia  chilensis",0.396,-0.697643828186467,"Less than 5% change"
"tonicia  elegans",0.396,-0.697643828186478,"Less than 5% change"
"anthotoe spp.",0.396,0.0421261099655457,"Less than 5% change"
"austromegabalanus psittacus",0.396,0.0295504233208232,"Less than 5% change"
"balanus laevis",0.396,0.171075465767756,"Less than 5% change"
"brachidontes granulata",0.396,0.0168054936326989,"Less than 5% change"
"bunodactis spp.",0.396,0.0421261099655679,"Less than 5% change"
"Oulactis concinnata",0.396,0.0421261099655679,"Less than 5% change"
"jhelius cirratus",0.396,-0.141470030541302,"Less than 5% change"
"lessonia nigrescens a",0.396,-10.3596497371569,"Decrease"
"nothobalanus flosculus",0.396,0.135993335586515,"Less than 5% change"
"nothochthamalus scabrosus",0.396,-0.131673508443697,"Less than 5% change"
"parantheopsis ",0.396,0.0421261099655013,"Less than 5% change"
"perumytilus purpuratus",0.396,0.222341846715945,"Less than 5% change"
"phragmatopoma spp.",0.396,0.0142927648870916,"Less than 5% change"
"phymactis spp.",0.396,0.0421261099655679,"Less than 5% change"
"pyura chilensis",0.396,0.0138857126149361,"Less than 5% change"
"semimytilus algosus",0.396,0.116163722954177,"Less than 5% change"
"gulls",0.396,0.033368544249468,"Less than 5% change"
"cinclodes nigrofumosus",0.396,-0.000397106196492469,"Less than 5% change"
"Echinolittorina peruviana",0.396,-49.507275635903,"Decrease"
"austrolittorina araucana",0.396,-46.8169571686287,"Decrease"
"onchidella sp. ",0.396,-14.150376204595,"Decrease"
"Allelopetrolisthes punctatus",0.396,-0.00030616981108178,"Less than 5% change"
"petrolisthes spinifrons",0.396,-0.000306169811226109,"Less than 5% change"
"petrolisthes angulosus",0.396,-0.000306169811137291,"Less than 5% change"
"petrolisthes tuberculatus",0.396,-0.000306169811148393,"Less than 5% change"
"petrolisthes tuberculosus",0.396,-0.00030616981128162,"Less than 5% change"
"trimusculus peruvianus",0.396,-14.1058727669088,"Decrease"
"lessonia nigrescens j",0.396,208.536091566135,"Increase"
"algae",0.396,-0.870076899517747,"Less than 5% change"
"acanthina monodon",0.397,0.0381341644827504,"Less than 5% change"
"acanthocyclus gayi",0.397,0.0287423315540103,"Less than 5% change"
"acanthocyclus hassleri",0.397,0.0286859463644706,"Less than 5% change"
"acanthopleura echinata",0.397,-0.00215843937021454,"Less than 5% change"
"chaetopleura peruviana",0.397,0.0557092645246948,"Less than 5% change"
"chiton  cummingsi",0.397,0.309923284910396,"Less than 5% change"
"chiton  granosus",0.397,0.15940243196475,"Less than 5% change"
"chiton  latus",0.397,0.274426518177107,"Less than 5% change"
"lottia  orbignyi",0.397,0.293131080938647,"Less than 5% change"
"concholepas concholepas",0.397,0.0243437481124653,"Less than 5% change"
"enoplochiton  niger",0.397,-0.0519512620042462,"Less than 5% change"
"fissurella  costata",0.397,-0.16104521375111,"Less than 5% change"
"fissurella  crassa",0.397,-0.104969368170327,"Less than 5% change"
"fissurella  cummingi",0.397,-0.0928731568423768,"Less than 5% change"
"fissurella  limbata",0.397,0.344539397542265,"Less than 5% change"
"fissurella  maxima",0.397,-0.0772967087405929,"Less than 5% change"
"fissurella  picta",0.397,-0.0888078911267631,"Less than 5% change"
"fissurella  puhlcra",0.397,-0.0888078911267853,"Less than 5% change"
"heliaster helianthus",0.397,0.0235725104751783,"Less than 5% change"
"scurria  araucana",0.397,0.293550365099349,"Less than 5% change"
"scurria  ceciliana",0.397,0.300643991978466,"Less than 5% change"
"scurria  plana",0.397,0.295811343757513,"Less than 5% change"
"scurria scurra",0.397,-17.0821239695543,"Decrease"
"scurria variabilis",0.397,0.327221366109876,"Less than 5% change"
"scurria viridula",0.397,0.368280587757308,"Less than 5% change"
"scurria zebrina",0.397,0.375798048493858,"Less than 5% change"
"siphonaria lesoni",0.397,0.269161453073852,"Less than 5% change"
"stichaster striatus",0.397,0.0385347753609322,"Less than 5% change"
"tegula atra",0.397,54.4600544683579,"Increase"
"Tonicia lineolata",0.397,-0.696699879716811,"Less than 5% change"
"tonicia  chilensis",0.397,-0.696699879716756,"Less than 5% change"
"tonicia  elegans",0.397,-0.6966998797168,"Less than 5% change"
"anthotoe spp.",0.397,0.0420749538489584,"Less than 5% change"
"austromegabalanus psittacus",0.397,0.0295170015140123,"Less than 5% change"
"balanus laevis",0.397,0.170841365437058,"Less than 5% change"
"brachidontes granulata",0.397,0.0167871849173107,"Less than 5% change"
"bunodactis spp.",0.397,0.042074953849025,"Less than 5% change"
"Oulactis concinnata",0.397,0.0420749538490028,"Less than 5% change"
"jhelius cirratus",0.397,-0.141272017050909,"Less than 5% change"
"lessonia nigrescens a",0.397,-10.3473784188103,"Decrease"
"nothobalanus flosculus",0.397,0.135816766819863,"Less than 5% change"
"nothochthamalus scabrosus",0.397,-0.131488194514584,"Less than 5% change"
"parantheopsis ",0.397,0.0420749538489584,"Less than 5% change"
"perumytilus purpuratus",0.397,0.222048231463146,"Less than 5% change"
"phragmatopoma spp.",0.397,0.014277192241785,"Less than 5% change"
"phymactis spp.",0.397,0.0420749538489806,"Less than 5% change"
"pyura chilensis",0.397,0.0138705833299113,"Less than 5% change"
"semimytilus algosus",0.397,0.116012039087399,"Less than 5% change"
"gulls",0.397,0.0333251605860729,"Less than 5% change"
"cinclodes nigrofumosus",0.397,-0.00039687515577258,"Less than 5% change"
"Echinolittorina peruviana",0.397,-49.4534585281105,"Decrease"
"austrolittorina araucana",0.397,-46.7633796182102,"Decrease"
"onchidella sp. ",0.397,-14.1306929489994,"Decrease"
"Allelopetrolisthes punctatus",0.397,-0.000305767558328451,"Less than 5% change"
"petrolisthes spinifrons",0.397,-0.000305767558095305,"Less than 5% change"
"petrolisthes angulosus",0.397,-0.000305767558128611,"Less than 5% change"
"petrolisthes tuberculatus",0.397,-0.000305767558306247,"Less than 5% change"
"petrolisthes tuberculosus",0.397,-0.000305767558117509,"Less than 5% change"
"trimusculus peruvianus",0.397,-14.0862530911465,"Decrease"
"lessonia nigrescens j",0.397,208.552380492845,"Increase"
"algae",0.397,-0.868924219881961,"Less than 5% change"
"acanthina monodon",0.398,0.0380880764898839,"Less than 5% change"
"acanthocyclus gayi",0.398,0.0287084270872429,"Less than 5% change"
"acanthocyclus hassleri",0.398,0.0286521006894969,"Less than 5% change"
"acanthopleura echinata",0.398,-0.00214781284788579,"Less than 5% change"
"chaetopleura peruviana",0.398,0.0556409363281496,"Less than 5% change"
"chiton  cummingsi",0.398,0.309505550847922,"Less than 5% change"
"chiton  granosus",0.398,0.1591945998759,"Less than 5% change"
"chiton  latus",0.398,0.274055495155801,"Less than 5% change"
"lottia  orbignyi",0.398,0.292735454216841,"Less than 5% change"
"concholepas concholepas",0.398,0.0243155011885321,"Less than 5% change"
"enoplochiton  niger",0.398,-0.0518732682498801,"Less than 5% change"
"fissurella  costata",0.398,-0.160818193966594,"Less than 5% change"
"fissurella  crassa",0.398,-0.104818740974633,"Less than 5% change"
"fissurella  cummingi",0.398,-0.0927393168325907,"Less than 5% change"
"fissurella  limbata",0.398,0.344194492270256,"Less than 5% change"
"fissurella  maxima",0.398,-0.0771841131340656,"Less than 5% change"
"fissurella  picta",0.398,-0.0886795886910208,"Less than 5% change"
"fissurella  puhlcra",0.398,-0.0886795886910208,"Less than 5% change"
"heliaster helianthus",0.398,0.0235451487303084,"Less than 5% change"
"scurria  araucana",0.398,0.293154000413143,"Less than 5% change"
"scurria  ceciliana",0.398,0.300238265187747,"Less than 5% change"
"scurria  plana",0.398,0.295412026522612,"Less than 5% change"
"scurria scurra",0.398,-17.0614949380158,"Decrease"
"scurria variabilis",0.398,0.326780491950318,"Less than 5% change"
"scurria viridula",0.398,0.367785391862685,"Less than 5% change"
"scurria zebrina",0.398,0.375293262301835,"Less than 5% change"
"siphonaria lesoni",0.398,0.268797321689274,"Less than 5% change"
"stichaster striatus",0.398,0.0384882054389246,"Less than 5% change"
"tegula atra",0.398,54.3962158977813,"Increase"
"Tonicia lineolata",0.398,-0.695759385608508,"Less than 5% change"
"tonicia  chilensis",0.398,-0.695759385608519,"Less than 5% change"
"tonicia  elegans",0.398,-0.695759385608519,"Less than 5% change"
"anthotoe spp.",0.398,0.042023989156692,"Less than 5% change"
"austromegabalanus psittacus",0.398,0.0294837033760764,"Less than 5% change"
"balanus laevis",0.398,0.17060817363368,"Less than 5% change"
"brachidontes granulata",0.398,0.016768943350165,"Less than 5% change"
"bunodactis spp.",0.398,0.0420239891567142,"Less than 5% change"
"Oulactis concinnata",0.398,0.0420239891567142,"Less than 5% change"
"jhelius cirratus",0.398,-0.141074710694156,"Less than 5% change"
"lessonia nigrescens a",0.398,-10.3351516051755,"Decrease"
"nothobalanus flosculus",0.398,0.135640875390353,"Less than 5% change"
"nothochthamalus scabrosus",0.398,-0.131303542072947,"Less than 5% change"
"parantheopsis ",0.398,0.0420239891567142,"Less than 5% change"
"perumytilus purpuratus",0.398,0.221755718988481,"Less than 5% change"
"phragmatopoma spp.",0.398,0.0142616767109693,"Less than 5% change"
"phymactis spp.",0.398,0.0420239891566698,"Less than 5% change"
"pyura chilensis",0.398,0.0138555095334336,"Less than 5% change"
"semimytilus algosus",0.398,0.115860923877431,"Less than 5% change"
"gulls",0.398,0.0332819401748674,"Less than 5% change"
"cinclodes nigrofumosus",0.398,-0.000396644288858106,"Less than 5% change"
"Echinolittorina peruviana",0.398,-49.3998026673033,"Decrease"
"austrolittorina araucana",0.398,-46.7099691244867,"Decrease"
"onchidella sp. ",0.398,-14.111083269493,"Decrease"
"Allelopetrolisthes punctatus",0.398,-0.000305366829178588,"Less than 5% change"
"petrolisthes spinifrons",0.398,-0.000305366828901033,"Less than 5% change"
"petrolisthes angulosus",0.398,-0.000305366829056464,"Less than 5% change"
"petrolisthes tuberculatus",0.398,-0.000305366828923237,"Less than 5% change"
"petrolisthes tuberculosus",0.398,-0.000305366829178588,"Less than 5% change"
"trimusculus peruvianus",0.398,-14.0667067488276,"Decrease"
"lessonia nigrescens j",0.398,208.568608889235,"Increase"
"algae",0.398,-0.867775679255434,"Less than 5% change"
"acanthina monodon",0.399,0.0380421604479153,"Less than 5% change"
"acanthocyclus gayi",0.399,0.0286746486144906,"Less than 5% change"
"acanthocyclus hassleri",0.399,0.0286183807856499,"Less than 5% change"
"acanthopleura echinata",0.399,-0.00213722434566632,"Less than 5% change"
"chaetopleura peruviana",0.399,0.0555728638359732,"Less than 5% change"
"chiton  cummingsi",0.399,0.309089396754447,"Less than 5% change"
"chiton  granosus",0.399,0.158987539569555,"Less than 5% change"
"chiton  latus",0.399,0.273685885157993,"Less than 5% change"
"lottia  orbignyi",0.399,0.292341328270918,"Less than 5% change"
"concholepas concholepas",0.399,0.0242873589360482,"Less than 5% change"
"enoplochiton  niger",0.399,-0.0517955557001959,"Less than 5% change"
"fissurella  costata",0.399,-0.160592012421701,"Less than 5% change"
"fissurella  crassa",0.399,-0.104668666721586,"Less than 5% change"
"fissurella  cummingi",0.399,-0.0926059670437351,"Less than 5% change"
"fissurella  limbata",0.399,0.343850739281848,"Less than 5% change"
"fissurella  maxima",0.399,-0.0770719283652799,"Less than 5% change"
"fissurella  picta",0.399,-0.0885517558002591,"Less than 5% change"
"fissurella  puhlcra",0.399,-0.0885517558002591,"Less than 5% change"
"heliaster helianthus",0.399,0.0235178884580245,"Less than 5% change"
"scurria  araucana",0.399,0.292759139385113,"Less than 5% change"
"scurria  ceciliana",0.399,0.29983407559393,"Less than 5% change"
"scurria  plana",0.399,0.295014223378232,"Less than 5% change"
"scurria scurra",0.399,-17.04094167232,"Decrease"
"scurria variabilis",0.399,0.326341281518427,"Less than 5% change"
"scurria viridula",0.399,0.367292055846447,"Less than 5% change"
"scurria zebrina",0.399,0.374790370275568,"Less than 5% change"
"siphonaria lesoni",0.399,0.268434579010179,"Less than 5% change"
"stichaster striatus",0.399,0.0384418093284156,"Less than 5% change"
"tegula atra",0.399,54.3325862271393,"Increase"
"Tonicia lineolata",0.399,-0.694822325019517,"Less than 5% change"
"tonicia  chilensis",0.399,-0.69482232501954,"Less than 5% change"
"tonicia  elegans",0.399,-0.694822325019551,"Less than 5% change"
"anthotoe spp.",0.399,0.0419732147422192,"Less than 5% change"
"austromegabalanus psittacus",0.399,0.029450528183772,"Less than 5% change"
"balanus laevis",0.399,0.170375884602647,"Less than 5% change"
"brachidontes granulata",0.399,0.0167507685451707,"Less than 5% change"
"bunodactis spp.",0.399,0.0419732147421525,"Less than 5% change"
"Oulactis concinnata",0.399,0.0419732147421747,"Less than 5% change"
"jhelius cirratus",0.399,-0.140878107258668,"Less than 5% change"
"lessonia nigrescens a",0.399,-10.3229690262045,"Decrease"
"nothobalanus flosculus",0.399,0.13546565708773,"Less than 5% change"
"nothochthamalus scabrosus",0.399,-0.131119547175829,"Less than 5% change"
"parantheopsis ",0.399,0.0419732147421747,"Less than 5% change"
"perumytilus purpuratus",0.399,0.221464302575658,"Less than 5% change"
"phragmatopoma spp.",0.399,0.0142462179666625,"Less than 5% change"
"phymactis spp.",0.399,0.0419732147421747,"Less than 5% change"
"pyura chilensis",0.399,0.0138404909069134,"Less than 5% change"
"semimytilus algosus",0.399,0.115710373872013,"Less than 5% change"
"gulls",0.399,0.0332388820234453,"Less than 5% change"
"cinclodes nigrofumosus",0.399,-0.00039641359781406,"Less than 5% change"
"Echinolittorina peruviana",0.399,-49.3463072578022,"Decrease"
"austrolittorina araucana",0.399,-46.6567248383057,"Decrease"
"onchidella sp. ",0.399,-14.091546716595,"Decrease"
"Allelopetrolisthes punctatus",0.399,-0.000304967614606078,"Less than 5% change"
"petrolisthes spinifrons",0.399,-0.000304967614550566,"Less than 5% change"
"petrolisthes angulosus",0.399,-0.000304967614439544,"Less than 5% change"
"petrolisthes tuberculatus",0.399,-0.00030496761461718,"Less than 5% change"
"petrolisthes tuberculosus",0.399,-0.000304967614461749,"Less than 5% change"
"trimusculus peruvianus",0.399,-14.0472332918833,"Decrease"
"lessonia nigrescens j",0.399,208.584777129236,"Increase"
"algae",0.399,-0.866631253268657,"Less than 5% change"
"acanthina monodon",0.4,0.0379964153308432,"Less than 5% change"
"acanthocyclus gayi",0.4,0.0286409953902389,"Less than 5% change"
"acanthocyclus hassleri",0.4,0.0285847859087918,"Less than 5% change"
"acanthopleura echinata",0.4,-0.00212667360089958,"Less than 5% change"
"chaetopleura peruviana",0.4,0.0555050455094852,"Less than 5% change"
"chiton  cummingsi",0.4,0.308674812851795,"Less than 5% change"
"chiton  granosus",0.4,0.158781246396744,"Less than 5% change"
"chiton  latus",0.4,0.273317679383367,"Less than 5% change"
"lottia  orbignyi",0.4,0.291948693787747,"Less than 5% change"
"concholepas concholepas",0.4,0.0242593207393282,"Less than 5% change"
"enoplochiton  niger",0.4,-0.0517181226342256,"Less than 5% change"
"fissurella  costata",0.4,-0.160366663975586,"Less than 5% change"
"fissurella  crassa",0.4,-0.10451914202062,"Less than 5% change"
"fissurella  cummingi",0.4,-0.0924731044705696,"Less than 5% change"
"fissurella  limbata",0.4,0.343508132072823,"Less than 5% change"
"fissurella  maxima",0.4,-0.0769601519161278,"Less than 5% change"
"fissurella  picta",0.4,-0.0884243895761139,"Less than 5% change"
"fissurella  puhlcra",0.4,-0.0884243895761139,"Less than 5% change"
"heliaster helianthus",0.4,0.0234907290613817,"Less than 5% change"
"scurria  araucana",0.4,0.292365772684011,"Less than 5% change"
"scurria  ceciliana",0.4,0.299431413668971,"Less than 5% change"
"scurria  plana",0.4,0.294617924932794,"Less than 5% change"
"scurria scurra",0.4,-17.0204637081231,"Decrease"
"scurria variabilis",0.4,0.325903724539334,"Less than 5% change"
"scurria viridula",0.4,0.366800568272851,"Less than 5% change"
"scurria zebrina",0.4,0.374289360777413,"Less than 5% change"
"siphonaria lesoni",0.4,0.268073216376874,"Less than 5% change"
"stichaster striatus",0.4,0.0383955859919682,"Less than 5% change"
"tegula atra",0.4,54.2691643197111,"Increase"
"Tonicia lineolata",0.4,-0.693888677286092,"Less than 5% change"
"tonicia  chilensis",0.4,-0.693888677286103,"Less than 5% change"
"tonicia  elegans",0.4,-0.693888677286103,"Less than 5% change"
"anthotoe spp.",0.4,0.0419226294691599,"Less than 5% change"
"austromegabalanus psittacus",0.4,0.0294174752204501,"Less than 5% change"
"balanus laevis",0.4,0.170144492635949,"Less than 5% change"
"brachidontes granulata",0.4,0.0167326601203666,"Less than 5% change"
"bunodactis spp.",0.4,0.0419226294691821,"Less than 5% change"
"Oulactis concinnata",0.4,0.0419226294691377,"Less than 5% change"
"jhelius cirratus",0.4,-0.140682202570552,"Less than 5% change"
"lessonia nigrescens a",0.4,-10.3108304141469,"Decrease"
"nothobalanus flosculus",0.4,0.135291107736735,"Less than 5% change"
"nothochthamalus scabrosus",0.4,-0.130936205915133,"Less than 5% change"
"parantheopsis ",0.4,0.0419226294691821,"Less than 5% change"
"perumytilus purpuratus",0.4,0.221173975564071,"Less than 5% change"
"phragmatopoma spp.",0.4,0.0142308156837023,"Less than 5% change"
"phymactis spp.",0.4,0.0419226294692265,"Less than 5% change"
"pyura chilensis",0.4,0.0138255271342036,"Less than 5% change"
"semimytilus algosus",0.4,0.115560385648505,"Less than 5% change"
"gulls",0.4,0.0331959851483488,"Less than 5% change"
"cinclodes nigrofumosus",0.4,-0.000396183084405699,"Less than 5% change"
"Echinolittorina peruviana",0.4,-49.2929714884735,"Decrease"
"austrolittorina araucana",0.4,-46.6036459052938,"Decrease"
"onchidella sp. ",0.4,-14.0720828450296,"Decrease"
"Allelopetrolisthes punctatus",0.4,-0.000304569905351659,"Less than 5% change"
"petrolisthes spinifrons",0.4,-0.00030456990530725,"Less than 5% change"
"petrolisthes angulosus",0.4,-0.000304569905373864,"Less than 5% change"
"petrolisthes tuberculatus",0.4,-0.00030456990530725,"Less than 5% change"
"petrolisthes tuberculosus",0.4,-0.00030456990530725,"Less than 5% change"
"trimusculus peruvianus",0.4,-14.0278322767537,"Decrease"
"lessonia nigrescens j",0.4,208.60088558355,"Increase"
"algae",0.4,-0.865490917766376,"Less than 5% change"
"acanthina monodon",0.401,0.0379508401160411,"Less than 5% change"
"acanthocyclus gayi",0.401,0.0286074666702385,"Less than 5% change"
"acanthocyclus hassleri",0.401,0.0285513153158501,"Less than 5% change"
"acanthopleura echinata",0.401,-0.00211616035885598,"Less than 5% change"
"chaetopleura peruviana",0.401,0.0554374798191759,"Less than 5% change"
"chiton  cummingsi",0.401,0.308261789473852,"Less than 5% change"
"chiton  granosus",0.401,0.158575715732279,"Less than 5% change"
"chiton  latus",0.401,0.272950869142585,"Less than 5% change"
"lottia  orbignyi",0.401,0.291557541565224,"Less than 5% change"
"concholepas concholepas",0.401,0.0242313859831533,"Less than 5% change"
"enoplochiton  niger",0.401,-0.0516409673477769,"Less than 5% change"
"fissurella  costata",0.401,-0.160142143535769,"Less than 5% change"
"fissurella  crassa",0.401,-0.1043701635139,"Less than 5% change"
"fissurella  cummingi",0.401,-0.0923407261371301,"Less than 5% change"
"fissurella  limbata",0.401,0.343166664187899,"Less than 5% change"
"fissurella  maxima",0.401,-0.0768487812931484,"Less than 5% change"
"fissurella  picta",0.401,-0.0882974871681208,"Less than 5% change"
"fissurella  puhlcra",0.401,-0.0882974871681208,"Less than 5% change"
"heliaster helianthus",0.401,0.0234636699434798,"Less than 5% change"
"scurria  araucana",0.401,0.291973891089903,"Less than 5% change"
"scurria  ceciliana",0.401,0.299030269996559,"Less than 5% change"
"scurria  plana",0.401,0.29422312190619,"Less than 5% change"
"scurria scurra",0.401,-17.0000605850616,"Decrease"
"scurria variabilis",0.401,0.325467810852276,"Less than 5% change"
"scurria viridula",0.401,0.366310917824086,"Less than 5% change"
"scurria zebrina",0.401,0.373790222288672,"Less than 5% change"
"siphonaria lesoni",0.401,0.267713225240751,"Less than 5% change"
"stichaster striatus",0.401,0.0383495343956097,"Less than 5% change"
"tegula atra",0.401,54.2059490447879,"Increase"
"Tonicia lineolata",0.401,-0.692958421886947,"Less than 5% change"
"tonicia  chilensis",0.401,-0.692958421886936,"Less than 5% change"
"tonicia  elegans",0.401,-0.692958421886936,"Less than 5% change"
"anthotoe spp.",0.401,0.0418722322052423,"Less than 5% change"
"austromegabalanus psittacus",0.401,0.0293845437689289,"Less than 5% change"
"balanus laevis",0.401,0.169913992112658,"Less than 5% change"
"brachidontes granulata",0.401,0.0167146176915267,"Less than 5% change"
"bunodactis spp.",0.401,0.0418722322052423,"Less than 5% change"
"Oulactis concinnata",0.401,0.0418722322052645,"Less than 5% change"
"jhelius cirratus",0.401,-0.140486992476452,"Less than 5% change"
"lessonia nigrescens a",0.401,-10.2987355035226,"Decrease"
"nothobalanus flosculus",0.401,0.135117223211267,"Less than 5% change"
"nothochthamalus scabrosus",0.401,-0.130753514404813,"Less than 5% change"
"parantheopsis ",0.401,0.0418722322052423,"Less than 5% change"
"perumytilus purpuratus",0.401,0.220884731338145,"Less than 5% change"
"phragmatopoma spp.",0.401,0.0142154695351948,"Less than 5% change"
"phymactis spp.",0.401,0.0418722322052867,"Less than 5% change"
"pyura chilensis",0.401,0.0138106178981579,"Less than 5% change"
"semimytilus algosus",0.401,0.115410955804451,"Less than 5% change"
"gulls",0.401,0.0331532485715602,"Less than 5% change"
"cinclodes nigrofumosus",0.401,-0.000395952750431583,"Less than 5% change"
"Echinolittorina peruviana",0.401,-49.23979459956,"Decrease"
"austrolittorina araucana",0.401,-46.5507314896037,"Decrease"
"onchidella sp. ",0.401,-14.0526912104638,"Decrease"
"Allelopetrolisthes punctatus",0.401,-0.000304173692522447,"Less than 5% change"
"petrolisthes spinifrons",0.401,-0.000304173692344811,"Less than 5% change"
"petrolisthes angulosus",0.401,-0.000304173692367016,"Less than 5% change"
"petrolisthes tuberculatus",0.401,-0.000304173692344811,"Less than 5% change"
"petrolisthes tuberculosus",0.401,-0.000304173692367016,"Less than 5% change"
"trimusculus peruvianus",0.401,-14.0085032603379,"Decrease"
"lessonia nigrescens j",0.401,208.616934619586,"Increase"
"algae",0.401,-0.864354648624466,"Less than 5% change"
"acanthina monodon",0.402,0.0379054338010443,"Less than 5% change"
"acanthocyclus gayi",0.402,0.0285740617275598,"Less than 5% change"
"acanthocyclus hassleri",0.402,0.0285179682813386,"Less than 5% change"
"acanthopleura echinata",0.402,-0.00210568435368153,"Less than 5% change"
"chaetopleura peruviana",0.402,0.0553701652580729,"Less than 5% change"
"chiton  cummingsi",0.402,0.307850316972069,"Less than 5% change"
"chiton  granosus",0.402,0.158370943025443,"Less than 5% change"
"chiton  latus",0.402,0.272585445740203,"Less than 5% change"
"lottia  orbignyi",0.402,0.291167862408326,"Less than 5% change"
"concholepas concholepas",0.402,0.0242035540683361,"Less than 5% change"
"enoplochiton  niger",0.402,-0.0515640881452728,"Less than 5% change"
"fissurella  costata",0.402,-0.159918446042451,"Less than 5% change"
"fissurella  crassa",0.402,-0.104221727863374,"Less than 5% change"
"fissurella  cummingi",0.402,-0.0922088290845391,"Less than 5% change"
"fissurella  limbata",0.402,0.342826329231172,"Less than 5% change"
"fissurella  maxima",0.402,-0.0767378140168473,"Less than 5% change"
"fissurella  picta",0.402,-0.0881710457422469,"Less than 5% change"
"fissurella  puhlcra",0.402,-0.0881710457422469,"Less than 5% change"
"heliaster helianthus",0.402,0.0234367105234057,"Less than 5% change"
"scurria  araucana",0.402,0.291583485390245,"Less than 5% change"
"scurria  ceciliana",0.402,0.298630635172081,"Less than 5% change"
"scurria  plana",0.402,0.293829805027124,"Less than 5% change"
"scurria scurra",0.402,-16.9797318467271,"Decrease"
"scurria variabilis",0.402,0.325033530324048,"Less than 5% change"
"scurria viridula",0.402,0.365823093233164,"Less than 5% change"
"scurria zebrina",0.402,0.373292943344938,"Less than 5% change"
"siphonaria lesoni",0.402,0.267354597042857,"Less than 5% change"
"stichaster striatus",0.402,0.0383036535258618,"Less than 5% change"
"tegula atra",0.402,54.1429392924,"Increase"
"Tonicia lineolata",0.402,-0.692031538545157,"Less than 5% change"
"tonicia  chilensis",0.402,-0.692031538545168,"Less than 5% change"
"tonicia  elegans",0.402,-0.692031538545157,"Less than 5% change"
"anthotoe spp.",0.402,0.0418220218403098,"Less than 5% change"
"austromegabalanus psittacus",0.402,0.0293517331329429,"Less than 5% change"
"balanus laevis",0.402,0.169684377373791,"Less than 5% change"
"brachidontes granulata",0.402,0.0166966408890357,"Less than 5% change"
"bunodactis spp.",0.402,0.0418220218403098,"Less than 5% change"
"Oulactis concinnata",0.402,0.0418220218402876,"Less than 5% change"
"jhelius cirratus",0.402,-0.140292472886516,"Less than 5% change"
"lessonia nigrescens a",0.402,-10.2866840311085,"Decrease"
"nothobalanus flosculus",0.402,0.134943999389692,"Less than 5% change"
"nothochthamalus scabrosus",0.402,-0.130571468814022,"Less than 5% change"
"parantheopsis ",0.402,0.0418220218403098,"Less than 5% change"
"perumytilus purpuratus",0.402,0.220596563367348,"Less than 5% change"
"phragmatopoma spp.",0.402,0.0142001792069024,"Less than 5% change"
"phymactis spp.",0.402,0.0418220218403098,"Less than 5% change"
"pyura chilensis",0.402,0.0137957628930652,"Less than 5% change"
"semimytilus algosus",0.402,0.115262080986489,"Less than 5% change"
"gulls",0.402,0.0331106713296947,"Less than 5% change"
"cinclodes nigrofumosus",0.402,-0.000395722597490433,"Less than 5% change"
"Echinolittorina peruviana",0.402,-49.1867758132072,"Decrease"
"austrolittorina araucana",0.402,-46.4979807720893,"Decrease"
"onchidella sp. ",0.402,-14.0333713788455,"Decrease"
"Allelopetrolisthes punctatus",0.402,-0.000303778966193047,"Less than 5% change"
"petrolisthes spinifrons",0.402,-0.000303778966403989,"Less than 5% change"
"petrolisthes angulosus",0.402,-0.000303778966281865,"Less than 5% change"
"petrolisthes tuberculatus",0.402,-0.000303778966215251,"Less than 5% change"
"petrolisthes tuberculosus",0.402,-0.000303778966204149,"Less than 5% change"
"trimusculus peruvianus",0.402,-13.9892458102841,"Decrease"
"lessonia nigrescens j",0.402,208.632924601987,"Increase"
"algae",0.402,-0.863222422314214,"Less than 5% change"
